outcome,outcome_descr,brand,brand_descr,recent_postestperiod,model,model_descr,model_descr_wrap,term,term_left,term_right,term_midpoint,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,ve,ve.ll,ve.ul,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
death,Any death,pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-1.6157652104295241,0.03608380918139832,-44.778122018849174,0,-1.6864881768500806,-1.5450422440089677,0.19873853544053124,0.1851686630926716,0.2133028602646452,0.8012614645594688,0.7866971397353548,0.8148313369073283,0.20,(0.19-0.21),80.1,(78.7-81.5),0.20 (0.19-0.21),80.1 (78.7-81.5)
death,Any death,pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-2.2797098928563657,0.08680718444789479,-26.26176516789046,5.245807057238049e-152,-2.449848847973565,-2.1095709377391665,0.10231388439923249,0.08630663093565989,0.12128999623057143,0.8976861156007675,0.8787100037694285,0.9136933690643401,0.10,(0.09-0.12),89.8,(87.9-91.4),0.10 (0.09-0.12),89.8 (87.9-91.4)
death,Any death,pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-2.3105579922866966,0.06292776912030823,-36.71762124395773,3.8227078099430496e-295,-2.4338941533899523,-2.187221831183441,0.0992058799967967,0.08769467030092659,0.11222810453778327,0.9007941200032032,0.8877718954622167,0.9123053296990734,0.10,(0.09-0.11),90.1,(88.8-91.2),0.10 (0.09-0.11),90.1 (88.8-91.2)
death,Any death,az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-1.7339463592761706,0.0780809349637287,-22.207038889604085,2.936647909553876e-109,-1.8869821796842932,-1.580910538868048,0.17658616067156702,0.15152840502630935,0.20578763523123167,0.8234138393284329,0.7942123647687683,0.8484715949736906,0.18,(0.15-0.21),82.3,(79.4-84.8),0.18 (0.15-0.21),82.3 (79.4-84.8)
death,Any death,az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-1.185737219885049,0.041994247824106795,-28.235705634055357,2.132352575762978e-175,-1.268044433178148,-1.1034300065919502,0.3055208604004723,0.28138134411464827,0.33173128955490555,0.6944791395995277,0.6682687104450944,0.7186186558853518,0.31,(0.28-0.33),69.4,(66.8-71.9),0.31 (0.28-0.33),69.4 (66.8-71.9)
death,Any death,az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-1.2933389485813527,0.045871469193350146,-28.194844667605377,6.763725501162157e-175,-1.3832453761182575,-1.2034325210444479,0.2743532008315346,0.25076340947101444,0.3001621287782367,0.7256467991684654,0.6998378712217632,0.7492365905289855,0.27,(0.25-0.30),72.6,(70.0-74.9),0.27 (0.25-0.30),72.6 (70.0-74.9)
death,Any death,az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.1732283947402613,0.04675503512427076,-25.093091933776194,5.916415021703873e-139,-1.2648665796797371,-1.0815902098007855,0.3093665699303975,0.2822769551099852,0.3390559266632603,0.6906334300696024,0.6609440733367398,0.7177230448900148,0.31,(0.28-0.34),69.1,(66.1-71.8),0.31 (0.28-0.34),69.1 (66.1-71.8)
death,Any death,az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.0662994930178666,0.036037577254489576,-29.588545464304946,2.0980510917716586e-192,-1.136931846526746,-0.9956671395089872,0.3442801742687262,0.3208017825182928,0.3694768696858651,0.6557198257312737,0.630523130314135,0.6791982174817073,0.34,(0.32-0.37),65.6,(63.1-67.9),0.34 (0.32-0.37),65.6 (63.1-67.9)
death,Any death,az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-1.4723969753494186,0.05851005475049745,-25.16485382945058,9.719812093054578e-140,-1.5870745753938602,-1.357719375304977,0.22937501945647915,0.20452305419696204,0.25724679184573657,0.7706249805435208,0.7427532081542634,0.795476945803038,0.23,(0.20-0.26),77.1,(74.3-79.5),0.23 (0.20-0.26),77.1 (74.3-79.5)
death,Any death,az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-1.3395568100698063,0.04309142145874798,-31.086391785710358,3.67873495539801e-212,-1.4240144441715887,-1.255099175968024,0.2619617416632165,0.2407456145697968,0.2850475769531842,0.7380382583367835,0.7149524230468158,0.7592543854302032,0.26,(0.24-0.29),73.8,(71.5-75.9),0.26 (0.24-0.29),73.8 (71.5-75.9)
death,Any death,az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-1.788370544669437,0.07803101145776581,-22.91871540890368,3.023674395993108e-116,-1.9413085168038902,-1.6354325725349836,0.16723244557596811,0.14351603371710767,0.19486805849474503,0.8327675544240318,0.8051319415052549,0.8564839662828924,0.17,(0.14-0.19),83.3,(80.5-85.6),0.17 (0.14-0.19),83.3 (80.5-85.6)
death,Any death,az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-1.2522368057167663,0.041954939932749374,-29.847183853057782,9.549463910266353e-196,-1.3344669769584965,-1.1700066344750362,0.2858646574932907,0.26329848221715313,0.3103648821505917,0.7141353425067093,0.6896351178494082,0.7367015177828469,0.29,(0.26-0.31),71.4,(69.0-73.7),0.29 (0.26-0.31),71.4 (69.0-73.7)
death,Any death,az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-1.3834782980820033,0.0461927341154708,-29.95012797085442,4.3830459718035615e-197,-1.4740143932957608,-1.2929422028682458,0.2507050079670054,0.2290043240490828,0.27446207088327673,0.7492949920329945,0.7255379291167232,0.7709956759509172,0.25,(0.23-0.27),74.9,(72.6-77.1),0.25 (0.23-0.27),74.9 (72.6-77.1)
death,Any death,az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.2831359956616795,0.047426541830112426,-27.055229965069493,3.3149168635185444e-161,-1.3760903095599821,-1.1901816817633768,0.2771667424317333,0.2525640726063817,0.3041659976315954,0.7228332575682668,0.6958340023684046,0.7474359273936183,0.28,(0.25-0.30),72.3,(69.6-74.7),0.28 (0.25-0.30),72.3 (69.6-74.7)
death,Any death,az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.2178060070456551,0.03815664247860102,-31.915963458488893,1.60357742271084e-223,-1.2925916520746843,-1.143020362016626,0.29587861091081197,0.27455830064575176,0.31885450991141334,0.704121389089188,0.6811454900885867,0.7254416993542483,0.30,(0.27-0.32),70.4,(68.1-72.5),0.30 (0.27-0.32),70.4 (68.1-72.5)
death,Any death,az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-1.5240986919489612,0.05840959521510638,-26.093293171029988,4.3442652871083964e-150,-1.6385793949221328,-1.4096179889757896,0.2178172888953312,0.19425580715408053,0.24423656639556762,0.7821827111046689,0.7557634336044323,0.8057441928459195,0.22,(0.19-0.24),78.2,(75.6-80.6),0.22 (0.19-0.24),78.2 (75.6-80.6)
death,Any death,az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-1.3915567502717188,0.042982776698176156,-32.374752334945484,6.222395563059234e-230,-1.4758014445556715,-1.307312055987766,0.24868785824038894,0.22859544703417237,0.270546293194311,0.751312141759611,0.729453706805689,0.7714045529658277,0.25,(0.23-0.27),75.1,(72.9-77.1),0.25 (0.23-0.27),75.1 (72.9-77.1)
death,Any death,az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-1.372729762001456,0.09514986801568256,-14.427027494932554,3.4983638841886144e-47,-1.5592200764459334,-1.1862394475569786,0.2534142539212103,0.21030002519973517,0.30536745789474357,0.7465857460787897,0.6946325421052564,0.7896999748002649,0.25,(0.21-0.31),74.7,(69.5-79.0),0.25 (0.21-0.31),74.7 (69.5-79.0)
death,Any death,az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-0.684052423226786,0.04859324289724077,-14.077109952783745,5.251382018352277e-45,-0.7792934291973848,-0.5888114172561874,0.5045681201512217,0.45873002206334584,0.5549865402918441,0.49543187984877834,0.44501345970815587,0.5412699779366541,0.50,(0.46-0.55),49.5,(44.5-54.1),0.50 (0.46-0.55),49.5 (44.5-54.1)
death,Any death,az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-0.8376988617021098,0.05315429138903153,-15.75975974491065,5.885630666650851e-56,-0.9418793584483591,-0.7335183649558605,0.43270509293025566,0.3898943950504707,0.48021643764215777,0.5672949070697444,0.5197835623578422,0.6101056049495293,0.43,(0.39-0.48),56.7,(52.0-61.0),0.43 (0.39-0.48),56.7 (52.0-61.0)
death,Any death,az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-0.734576981503526,0.05547699830558203,-13.24110899903562,5.079322041909241e-40,-0.8433099001528563,-0.6258440628541957,0.47970834156171877,0.43028396688383486,0.5348098248476473,0.5202916584382813,0.4651901751523527,0.5697160331161651,0.48,(0.43-0.53),52.0,(46.5-57.0),0.48 (0.43-0.53),52.0 (46.5-57.0)
death,Any death,az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-0.7208773640438113,0.04509928932208787,-15.984228906479768,1.645909557638507e-57,-0.8092703468434553,-0.6324843812441673,0.4863253843206448,0.44518277676380447,0.5312702821836851,0.5136746156793552,0.4687297178163149,0.5548172232361955,0.49,(0.45-0.53),51.4,(46.9-55.5),0.49 (0.45-0.53),51.4 (46.9-55.5)
death,Any death,az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-1.070695064023108,0.06924459784722929,-15.462506784793902,6.213272777799484e-54,-1.2064119819276373,-0.934978146118579,0.34277018737554366,0.29926913843243275,0.3925944451502199,0.6572298126244563,0.6074055548497801,0.7007308615675673,0.34,(0.30-0.39),65.7,(60.7-70.1),0.34 (0.30-0.39),65.7 (60.7-70.1)
death,Any death,az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-0.8389488857763908,0.05604858539287495,-14.968243710269274,1.1840703576223698e-50,-0.9488020945308435,-0.7290956770219382,0.4321645390700855,0.3872045802348129,0.48234498857528646,0.5678354609299145,0.5176550114247136,0.612795419765187,0.43,(0.39-0.48),56.8,(51.8-61.3),0.43 (0.39-0.48),56.8 (51.8-61.3)
death,Any death,az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-1.9150457237539562,0.08348375023074914,-22.939143467570258,1.891162447278459e-116,-2.078670867500562,-1.7514205800073506,0.1473350957184799,0.12509637140311536,0.17352725891962234,0.8526649042815201,0.8264727410803776,0.8749036285968846,0.15,(0.13-0.17),85.3,(82.6-87.5),0.15 (0.13-0.17),85.3 (82.6-87.5)
death,Any death,az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-1.5711625911753166,0.04609040754524775,-34.08871118427146,1.084243137564708e-254,-1.6614981299967755,-1.4808270523538578,0.20780345140830628,0.18985434045870467,0.22744949793021407,0.79219654859169375,0.7725505020697859,0.8101456595412954,0.21,(0.19-0.23),79.2,(77.3-81.0),0.21 (0.19-0.23),79.2 (77.3-81.0)
death,Any death,az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-1.6495725847076836,0.0493837353764318,-33.40315535335012,1.2337187085644253e-244,-1.7463629274675465,-1.5527822419478208,0.19213201123329274,0.17440712264836927,0.21165826934130255,0.8078679887667073,0.7883417306586975,0.8255928773516308,0.19,(0.17-0.21),80.8,(78.8-82.6),0.19 (0.17-0.21),80.8 (78.8-82.6)
death,Any death,az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.4739415111497944,0.048903847962765486,-30.13958149616421,1.4689070682774223e-199,-1.5697912918622372,-1.3780917304373517,0.22902101498388325,0.20808860761104506,0.2520590911074176,0.7709789850161167,0.7479409088925824,0.7919113923889549,0.23,(0.21-0.25),77.1,(74.8-79.2),0.23 (0.21-0.25),77.1 (74.8-79.2)
death,Any death,az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.2247750112962097,0.03456775192468317,-35.431144436721574,5.661704259510578e-275,-1.292526560095104,-1.1570234624973155,0.2938237999233098,0.27457617277071067,0.31442067434404264,0.7061762000766902,0.6855793256559574,0.7254238272292893,0.29,(0.27-0.31),70.6,(68.6-72.5),0.29 (0.27-0.31),70.6 (68.6-72.5)
death,Any death,az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-1.6721961961279057,0.06247194867224256,-26.767152804869898,7.797883353702651e-158,-1.794638965569536,-1.5497534266862756,0.18783409181384952,0.16618744090529142,0.21230031496567967,0.8121659081861505,0.7876996850343203,0.8338125590947085,0.19,(0.17-0.21),81.2,(78.8-83.4),0.19 (0.17-0.21),81.2 (78.8-83.4)
death,Any death,az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-1.6039122858161154,0.04626263963956527,-34.669709690417214,2.2546764432538804e-263,-1.6945853933394184,-1.5132391782928125,0.20110818421004198,0.18367536627336434,0.22019556882802976,0.798891815789958,0.7798044311719703,0.8163246337266357,0.20,(0.18-0.22),79.9,(78.0-81.6),0.20 (0.18-0.22),79.9 (78.0-81.6)
death,Any death,az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-1.956588384571679,0.08359909256804897,-23.404421321667243,3.852775943076067e-121,-2.120439595145285,-1.7927371739980729,0.14133979635008967,0.11997887478627274,0.16650379550459385,0.8586602036499104,0.8334962044954062,0.8800211252137272,0.14,(0.12-0.17),85.9,(83.3-88.0),0.14 (0.12-0.17),85.9 (83.3-88.0)
death,Any death,az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-1.6093611156472745,0.04601454375193135,-34.97505319890791,5.389160209484173e-268,-1.6995479641661024,-1.5191742671284465,0.2000153599471549,0.1827661222191282,0.21889255912988304,0.7999846400528451,0.781107440870117,0.8172338777808719,0.20,(0.18-0.22),80.0,(78.1-81.7),0.20 (0.18-0.22),80.0 (78.1-81.7)
death,Any death,az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-1.7067306415189092,0.04962700333274991,-34.391168656210226,3.4173433495108576e-259,-1.8039977807117482,-1.6094635023260702,0.18145807539495432,0.16463937868021306,0.19999488208708974,0.8185419246050457,0.8000051179129103,0.83536062131978694,0.18,(0.16-0.20),81.9,(80.0-83.5),0.18 (0.16-0.20),81.9 (80.0-83.5)
death,Any death,az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.5466646325829843,0.049472370107777906,-31.263200635294044,1.47712750658328e-214,-1.643628696224065,-1.4497005689419036,0.21295708071158995,0.1932774232104632,0.23464053624007308,0.7870429192884101,0.7653594637599269,0.8067225767895367,0.21,(0.19-0.23),78.7,(76.5-80.7),0.21 (0.19-0.23),78.7 (76.5-80.7)
death,Any death,az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.3316867254697522,0.0360074842362127,-36.983609205623864,2.100702723672172e-299,-1.4022600977466229,-1.2611133531928815,0.2640315367801446,0.24604026003866852,0.2833383951208984,0.7359684632198553,0.7166616048791016,0.7539597399613315,0.26,(0.25-0.28),73.6,(71.7-75.4),0.26 (0.25-0.28),73.6 (71.7-75.4)
death,Any death,az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-1.7088780449568999,0.062441219827171116,-27.367787651920384,6.633623121333483e-165,-1.8312605869689036,-1.5864955029448962,0.18106882978326108,0.16021147992341744,0.20464152216028186,0.8189311702167389,0.7953584778397181,0.8397885200765826,0.18,(0.16-0.20),81.9,(79.5-84.0),0.18 (0.16-0.20),81.9 (79.5-84.0)
death,Any death,az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-1.6360426867333235,0.04618494042114592,-35.423726258273064,7.365014720597528e-275,-1.7265635065868976,-1.5455218668797495,0.1947492029868578,0.17789469469611027,0.2132005798644294,0.8052507970131422,0.7867994201355706,0.8221053053038897,0.19,(0.18-0.21),80.5,(78.7-82.2),0.19 (0.18-0.21),80.5 (78.7-82.2)
death,Any death,az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-1.860334167799211,0.08669723376459114,-21.45782612684706,3.8593064019384555e-102,-2.0302576235370595,-1.6904107120613623,0.1556206182785766,0.13130169038498085,0.18444375515958047,0.84437938172142335,0.8155562448404196,0.8686983096150191,0.16,(0.13-0.18),84.4,(81.6-86.9),0.16 (0.13-0.18),84.4 (81.6-86.9)
death,Any death,az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-1.4288797618156175,0.05025460698285377,-28.432811389871837,7.95019497877779e-178,-1.527376981559226,-1.330382542072009,0.2395771554508046,0.2171043899233273,0.2643761069694142,0.7604228445491954,0.7356238930305858,0.7828956100766726,0.24,(0.22-0.26),76.0,(73.6-78.3),0.24 (0.22-0.26),76.0 (73.6-78.3)
death,Any death,az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-1.5400679251076241,0.05453989882917947,-28.23745474723305,2.0294708638149914e-175,-1.646964162533274,-1.4331716876819742,0.21436654006213768,0.19263382682073665,0.23855111148768046,0.7856334599378623,0.7614488885123195,0.8073661731792634,0.21,(0.19-0.24),78.6,(76.1-80.7),0.21 (0.19-0.24),78.6 (76.1-80.7)
death,Any death,az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-1.3775895515648051,0.053787341960226,-25.611779674546625,1.1277921723832794e-144,-1.483010804630988,-1.2721682984986222,0.2521857016455129,0.22695334650424945,0.2802233546851395,0.7478142983544871,0.7197766453148605,0.7730466534957505,0.25,(0.23-0.28),74.8,(72.0-77.3),0.25 (0.23-0.28),74.8 (72.0-77.3)
death,Any death,az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-1.1673819677087292,0.03951093853668362,-29.54579189823301,7.437638957644307e-192,-1.2448219842360047,-1.0899419511814536,0.3111805565106371,0.2879921707141553,0.3362360112434483,0.6888194434893629,0.6637639887565516,0.7120078292858447,0.31,(0.29-0.34),68.9,(66.4-71.2),0.31 (0.29-0.34),68.9 (66.4-71.2)
death,Any death,az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-1.599217442424603,0.07081194213929741,-22.584007642082593,6.224109722138044e-113,-1.73800629869296,-1.460428586156246,0.20205457548073377,0.17587068493424257,0.23213676280367168,0.7979454245192662,0.7678632371963283,0.8241293150657574,0.20,(0.18-0.23),79.8,(76.8-82.4),0.20 (0.18-0.23),79.8 (76.8-82.4)
death,Any death,az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-1.5222017377692483,0.05436031521577056,-28.002077098472007,1.5328576803058568e-172,-1.6287459977804033,-1.4156574777580933,0.21823087046053377,0.1961754243639035,0.24276594775510155,0.7817691295394662,0.7572340522448985,0.8038245756360964,0.22,(0.20-0.24),78.2,(75.7-80.4),0.22 (0.20-0.24),78.2 (75.7-80.4)
